,order_id,customer_id,order_date,is_canceled,number_of_paid_orders_before
2817,2817,15548,2016-02-19 09:06:47,0,9
2818,2818,31896,2016-02-19 09:42:28,0,28
2819,2819,60689,2016-02-19 11:04:09,0,1
2820,2820,43362,2016-02-19 11:10:35,0,5
2821,2821,52639,2016-02-19 13:12:49,0,32
2822,2822,26122,2016-02-19 13:24:23,0,15
2823,2823,22350,2016-02-19 13:49:10,0,1
2824,2824,51492,2016-02-19 13:59:30,0,13
2825,2825,48094,2016-02-19 14:22:23,0,15
2826,2826,46157,2016-02-19 14:43:25,0,9
2827,2827,53373,2016-02-19 15:03:16,0,5
2828,2828,58356,2016-02-19 15:07:02,0,10
2829,2829,46157,2016-02-19 15:22:53,0,10
2830,2830,16450,2016-02-19 15:24:44,0,4
2831,2831,60636,2016-02-19 16:02:03,0,1
2832,2832,55558,2016-02-19 16:24:24,0,5
2833,2833,60636,2016-02-19 16:29:38,0,2
2834,2834,17692,2016-02-19 16:42:06,0,77
2835,2835,48883,2016-02-19 17:01:10,0,13
2836,2836,38279,2016-02-19 17:37:12,0,27
2837,2837,61691,2016-02-19 18:24:39,1,0
2838,2838,22073,2016-02-19 19:07:34,0,9
2839,2839,61268,2016-02-19 19:07:37,0,1
2840,2840,12021,2016-02-19 19:39:56,0,1
2841,2841,61699,2016-02-19 19:20:35,0,0
2842,2842,51811,2016-02-19 19:25:54,0,6
2843,2843,32475,2016-02-19 19:37:34,0,12
2844,2844,37664,2016-02-19 20:20:31,0,13
2845,2845,61700,2016-02-19 20:31:39,0,0
2846,2846,49921,2016-02-19 21:12:57,0,4
2847,2847,42000,2016-02-19 21:13:53,0,20
2848,2848,60898,2016-02-19 21:15:47,0,1
2849,2849,17158,2016-02-19 21:16:18,0,8
2850,2850,35192,2016-02-19 21:33:37,0,8
2851,2851,42000,2016-02-19 21:33:40,0,21
2852,2852,60632,2016-02-19 22:20:16,1,1
2853,2853,40744,2016-02-19 22:27:50,0,22
2854,2854,49921,2016-02-19 22:25:20,0,5
2855,2855,40744,2016-02-19 22:45:08,0,23
2856,2856,40744,2016-02-19 22:54:09,0,24
2857,2857,40744,2016-02-19 23:02:44,0,25
2858,2858,60854,2016-02-19 23:14:19,0,0
2859,2859,34951,2016-02-19 23:39:47,0,7
2860,2860,60854,2016-02-19 23:41:31,0,1
2861,2861,57398,2016-02-19 23:50:50,0,5
2862,2862,48431,2016-02-20 00:07:42,0,7
2863,2863,39103,2016-02-20 00:21:42,0,11
2864,2864,41998,2016-02-20 00:56:09,0,7
2865,2865,37665,2016-02-20 00:58:34,0,27
2866,2866,36655,2016-02-20 01:08:41,0,12
2867,2867,53078,2016-02-20 01:22:07,0,2
2868,2868,48459,2016-02-20 02:04:04,0,32
2869,2869,37665,2016-02-20 02:07:29,0,28
2870,2870,48459,2016-02-20 02:10:15,0,33
2871,2871,52593,2016-02-20 02:21:30,0,3
2872,2872,37665,2016-02-20 02:28:05,0,29
2873,2873,54973,2016-02-20 04:11:24,0,2
2874,2874,59444,2016-02-20 04:23:46,0,12
2875,2875,52406,2016-02-20 04:26:31,0,12
2876,2876,25996,2016-02-20 04:49:07,0,4
2877,2877,36467,2016-02-20 05:46:02,0,6
2878,2878,37331,2016-02-20 06:13:46,0,29
2879,2879,61741,2016-02-20 11:00:45,0,0
2880,2880,28930,2016-02-20 11:20:32,0,1
2881,2881,40125,2016-02-20 11:35:14,0,10
2882,2882,41794,2016-02-20 13:14:41,1,2
2883,2883,59046,2016-02-20 13:38:15,0,6
2884,2884,59046,2016-02-20 13:58:44,0,7
2885,2885,61752,2016-02-20 14:45:41,0,0
2886,2886,55701,2016-02-20 14:46:58,0,8
2887,2887,58296,2016-02-20 15:05:46,0,1
2888,2888,61753,2016-02-20 15:30:36,0,0
2889,2889,18278,2016-02-20 15:29:55,0,13
2890,2890,51492,2016-02-20 15:31:13,0,14
2891,2891,51184,2016-02-20 15:34:25,0,30
2892,2892,51184,2016-02-20 15:47:49,0,31
2893,2893,58356,2016-02-20 15:48:03,0,11
2894,2894,56584,2016-02-20 16:09:08,0,35
2895,2895,38502,2016-02-20 16:21:31,0,18
2896,2896,59353,2016-02-20 16:38:18,0,2
2897,2897,51351,2016-02-20 16:46:33,0,1
2898,2898,51380,2016-02-20 16:52:23,0,16
2899,2899,37660,2016-02-20 17:17:12,0,5
2900,2900,49328,2016-02-20 17:21:18,0,27
2901,2901,52363,2016-02-20 17:44:19,0,19
2902,2902,52363,2016-02-20 17:53:39,0,20
2903,2903,24230,2016-02-20 18:04:18,0,2
2904,2904,52363,2016-02-20 18:06:30,0,21
2905,2905,31896,2016-02-20 18:12:48,0,29
2906,2906,34474,2016-02-20 18:23:36,0,23
2907,2907,61759,2016-02-20 18:40:03,0,0
2908,2908,61759,2016-02-20 18:52:53,0,1
2909,2909,61759,2016-02-20 19:14:08,0,2
2910,2910,44394,2016-02-20 19:56:38,0,1
2911,2911,44266,2016-02-20 20:00:32,0,6
2912,2912,57139,2016-02-20 21:38:39,0,4
2913,2913,55701,2016-02-20 20:09:10,0,9
2914,2914,15986,2016-02-20 20:21:15,0,19
2915,2915,11131,2016-02-21 00:27:27,0,15
2916,2916,20548,2016-02-20 20:59:28,0,10
2917,2917,9948,2016-02-20 21:36:52,0,199
2918,2918,54026,2016-02-20 21:40:07,0,10
2919,2919,61766,2016-02-20 21:46:57,0,0
2920,2920,30272,2016-02-20 22:13:13,0,3
2921,2921,52371,2016-02-20 23:13:34,0,17
2922,2922,20813,2016-02-20 23:01:46,0,21
2923,2923,24181,2016-02-20 23:15:31,0,5
2924,2924,36501,2016-02-20 23:23:07,0,5
2925,2925,20028,2016-02-21 00:52:05,0,7
2926,2926,24181,2016-02-20 23:32:13,0,6
2927,2927,15648,2016-02-20 23:33:59,0,28
2928,2928,13018,2016-02-21 00:18:04,0,18
2929,2929,17705,2016-02-21 00:28:36,0,6
2930,2930,17705,2016-02-21 00:50:57,0,7
2931,2931,35973,2016-02-21 00:58:46,0,4
2932,2932,17705,2016-02-21 01:04:54,0,8
2933,2933,35652,2016-02-21 01:14:44,0,21
2934,2934,27411,2016-02-21 01:09:54,0,76
2935,2935,17705,2016-02-21 01:22:27,0,9
2936,2936,49924,2016-02-21 01:27:34,0,17
2937,2937,17705,2016-02-21 01:36:14,0,10
2938,2938,48655,2016-02-21 02:14:50,0,4
2939,2939,52371,2016-02-21 02:21:41,0,18
2940,2940,56384,2016-02-21 02:33:42,0,2
2941,2941,61776,2016-02-21 02:57:57,0,0
2942,2942,54745,2016-02-21 03:13:33,0,23
2943,2943,22557,2016-02-21 04:33:47,0,43
2944,2944,14147,2016-02-21 04:40:07,0,9
2945,2945,33774,2016-02-21 05:06:07,0,4
2946,2946,53078,2016-02-21 05:16:40,0,3
2947,2947,9736,2016-02-21 05:46:11,0,51
2948,2948,61782,2016-02-21 07:34:47,0,0
2949,2949,61782,2016-02-21 07:58:12,0,1
2950,2950,61783,2016-02-21 08:13:12,0,0
2951,2951,53321,2016-02-21 10:44:37,1,8
2952,2952,19490,2016-02-21 10:59:22,0,18
2953,2953,61621,2016-02-21 13:00:58,0,0
2954,2954,25203,2016-02-21 14:58:06,0,2
2955,2955,27411,2016-02-21 15:12:00,0,77
2956,2956,30366,2016-02-21 15:13:25,0,4
2957,2957,32598,2016-02-21 15:14:26,0,6
2958,2958,47897,2016-02-21 15:30:04,0,2
2959,2959,54996,2016-02-21 15:48:37,0,4
2960,2960,49095,2016-02-21 17:09:40,0,5
2961,2961,61796,2016-02-21 17:27:41,0,0
2962,2962,26633,2016-02-21 17:28:10,0,23
2963,2963,15551,2016-02-21 17:33:00,0,40
2964,2964,31922,2016-02-21 18:35:04,1,10
2965,2965,39929,2016-02-21 17:34:38,0,2
2966,2966,37170,2016-02-21 17:39:56,0,120
2967,2967,49051,2016-02-21 18:15:17,0,3
2968,2968,48094,2016-02-21 18:23:01,0,16
2969,2969,52039,2016-02-21 18:56:50,0,3
2970,2970,48094,2016-02-21 18:42:09,0,17
2971,2971,48094,2016-02-21 18:50:53,0,18
2972,2972,48094,2016-02-21 18:55:53,0,19
2973,2973,61054,2016-02-21 19:06:44,0,2
2974,2974,14128,2016-02-21 19:10:03,1,61
2975,2975,19676,2016-02-21 19:18:16,0,20
2976,2976,26788,2016-02-21 19:26:25,0,4
2977,2977,18240,2016-02-21 19:48:53,1,3
2978,2978,14128,2016-02-21 19:55:35,0,62
2979,2979,52039,2016-02-21 20:02:49,0,4
2980,2980,46142,2016-02-21 20:10:08,0,27
2981,2981,46142,2016-02-21 20:16:02,0,28
2982,2982,56257,2016-02-21 20:46:37,0,9
2983,2983,44266,2016-02-21 20:54:04,0,7
2984,2984,60811,2016-02-21 21:06:57,0,1
2985,2985,17705,2016-02-21 21:26:26,0,11
2986,2986,60811,2016-02-21 21:34:53,0,2
2987,2987,42365,2016-02-21 22:16:36,0,1
2988,2988,30973,2016-02-21 22:27:32,0,5
2989,2989,43338,2016-02-21 22:37:05,0,3
2990,2990,42176,2016-02-21 22:56:50,1,9
2991,2991,49672,2016-02-21 23:00:45,0,1
2992,2992,55054,2016-02-21 23:03:32,0,6
2993,2993,22814,2016-02-21 23:17:02,0,21
2994,2994,31896,2016-02-21 23:17:14,0,30
2995,2995,28192,2016-02-21 23:27:16,0,24
2996,2996,22814,2016-02-21 23:27:35,0,22
2997,2997,17394,2016-02-22 00:09:56,0,47
2998,2998,14855,2016-02-22 00:09:11,0,28
2999,2999,24158,2016-02-22 00:24:39,0,11
3000,3000,24158,2016-02-22 00:36:23,0,12
3001,3001,17394,2016-02-22 01:09:27,0,48
3002,3002,55073,2016-02-22 01:25:47,0,3
3003,3003,52516,2016-02-22 01:13:59,0,5
3004,3004,61815,2016-02-22 01:14:32,0,0
3005,3005,60812,2016-02-22 01:26:30,0,3
3006,3006,49924,2016-02-22 01:26:49,0,18
3007,3007,9701,2016-02-22 01:33:43,0,17
3008,3008,43433,2016-02-22 01:45:20,0,5
3009,3009,10302,2016-02-22 01:58:21,0,17
3010,3010,36645,2016-02-22 02:09:18,0,3
3011,3011,39316,2016-02-22 02:25:11,0,22
3012,3012,36035,2016-02-22 02:50:18,0,15
3013,3013,57398,2016-02-22 02:50:41,0,6
3014,3014,59046,2016-02-23 01:05:08,0,8
3015,3015,56685,2016-02-22 03:16:40,0,2
3016,3016,20484,2016-02-22 03:21:39,0,93
3017,3017,11131,2016-02-22 03:48:36,0,16
3018,3018,55553,2016-02-22 03:55:44,0,4
3019,3019,48888,2016-02-22 04:22:22,0,5
3020,3020,37170,2016-02-22 04:25:42,0,121
3021,3021,51076,2016-02-22 04:30:11,0,11
3022,3022,39229,2016-02-23 20:23:14,0,9
3023,3023,37073,2016-02-22 06:12:24,0,107
3024,3024,37073,2016-02-22 06:11:08,0,106
3025,3025,60178,2016-02-22 06:28:16,0,0
3026,3026,60522,2016-02-22 06:52:17,0,5
3027,3027,46574,2016-02-22 07:13:15,0,35
3028,3028,23937,2016-02-22 07:38:51,0,20
3029,3029,46574,2016-02-22 07:49:03,0,36
3030,3030,40281,2016-02-22 08:46:51,0,3
3031,3031,55401,2016-02-22 10:51:02,0,10
3032,3032,51151,2016-02-22 11:20:07,0,1
3033,3033,55401,2016-02-22 11:51:49,0,11
3034,3034,43338,2016-02-22 12:02:18,0,4
3035,3035,61720,2016-02-22 12:02:34,0,0
3036,3036,60291,2016-02-22 12:22:33,0,2
3037,3037,58364,2016-02-22 14:01:53,0,8
3038,3038,14370,2016-02-22 14:08:08,0,3
3039,3039,61278,2016-02-22 14:15:12,0,1
3040,3040,61870,2016-02-22 14:45:22,0,0
3041,3041,25033,2016-02-22 14:47:36,0,18
3042,3042,17896,2016-02-22 15:05:04,0,8
3043,3043,23318,2016-02-22 15:07:58,0,35
3044,3044,37170,2016-02-22 15:19:49,0,122
3045,3045,61238,2016-02-22 15:50:21,0,1
3046,3046,58578,2016-02-22 16:09:57,0,1
3047,3047,35112,2016-02-22 16:15:24,0,1
3048,3048,14639,2016-02-22 16:23:05,0,6
3049,3049,14639,2016-02-22 16:42:39,0,7
3050,3050,14639,2016-02-22 16:54:29,0,8
3051,3051,21314,2016-02-22 17:01:33,0,23
3052,3052,39732,2016-02-22 17:11:33,0,1
3053,3053,34887,2016-02-22 17:23:20,0,36
3054,3054,61892,2016-02-22 17:32:14,0,0
3055,3055,40457,2016-02-22 17:35:15,0,5
3056,3056,20433,2016-02-22 17:46:02,0,10
3057,3057,41328,2016-02-23 22:25:06,0,5
3058,3058,61893,2016-02-22 18:06:39,0,0
3059,3059,60959,2016-02-22 18:09:22,0,4
3060,3060,14128,2016-02-22 18:18:10,0,63
3061,3061,40492,2016-02-22 18:22:48,1,20
3062,3062,59565,2016-02-22 19:12:25,0,2
3063,3063,61898,2016-02-22 19:40:05,0,0
3064,3064,24333,2016-02-23 13:22:43,0,3
3065,3065,33271,2016-02-22 19:24:35,0,18
3066,3066,59115,2016-02-22 21:27:00,0,20
3067,3067,23402,2016-02-22 19:37:36,0,23
3068,3068,59115,2016-02-22 19:40:23,0,17
3069,3069,59115,2016-02-22 19:44:53,0,18
3070,3070,14022,2016-02-22 20:11:21,0,3
3071,3071,37835,2016-02-22 20:29:04,0,1
3072,3072,49166,2016-02-22 20:50:39,0,3
3073,3073,57527,2016-02-22 20:51:38,0,5
3074,3074,39792,2016-02-22 21:24:59,0,7
3075,3075,59115,2016-02-22 21:14:33,0,19
3076,3076,19845,2016-02-22 21:19:34,0,12
3077,3077,56608,2016-02-22 21:45:04,0,20
3078,3078,24230,2016-02-22 21:48:06,0,4
3079,3079,53383,2016-02-22 21:59:42,0,2
3080,3080,56584,2016-02-22 22:34:26,0,36
3081,3081,40319,2016-02-22 22:52:59,0,10
3082,3082,40138,2016-02-22 22:58:35,0,9
3083,3083,61435,2016-02-22 23:12:49,0,0
3084,3084,54115,2016-02-23 00:19:31,0,4
3085,3085,50250,2016-02-22 23:38:42,0,24
3086,3086,8567,2016-02-23 00:08:42,0,9
3087,3087,15871,2016-02-23 01:06:08,0,7
3088,3088,18016,2016-02-23 00:47:05,0,55
3089,3089,33531,2016-02-23 00:54:43,0,2
3090,3090,9948,2016-02-23 00:50:30,0,200
3091,3091,59440,2016-02-23 01:08:24,0,2
3092,3092,9948,2016-02-23 01:09:40,0,201
3093,3093,40680,2016-02-23 01:16:02,0,6
3094,3094,56420,2016-02-23 01:17:12,0,6
3095,3095,27411,2016-02-23 01:34:03,0,78
3096,3096,33271,2016-02-23 01:52:50,0,19
3097,3097,44290,2016-02-23 01:53:23,0,1
3098,3098,33271,2016-02-23 02:07:32,0,20
3099,3099,33271,2016-02-23 02:12:29,0,21
3100,3100,7939,2016-02-23 02:13:39,0,23
3101,3101,33271,2016-02-23 02:15:35,0,22
3102,3102,38973,2016-02-23 02:20:19,0,2
3103,3103,51021,2016-02-23 02:19:42,0,7
3104,3104,33271,2016-02-23 02:22:05,0,23
3105,3105,50583,2016-02-23 02:24:05,0,1
3106,3106,38973,2016-02-23 02:27:18,0,3
3107,3107,35774,2016-02-23 02:28:23,0,4
3108,3108,40319,2016-02-23 02:31:51,0,11
3109,3109,12347,2016-02-23 02:34:51,0,45
3110,3110,12429,2016-02-23 02:44:16,0,3
3111,3111,55393,2016-02-23 02:49:00,0,2
3112,3112,15648,2016-02-23 02:57:28,0,29
3113,3113,34918,2016-02-23 02:59:23,0,8
3114,3114,60835,2016-02-23 03:14:06,0,3
3115,3115,61919,2016-02-23 03:20:15,0,0
3116,3116,41998,2016-02-23 03:26:13,0,8
3117,3117,60812,2016-02-23 03:52:08,1,4
3118,3118,61921,2016-02-23 04:07:46,1,0
3119,3119,55863,2016-02-23 04:27:12,0,19
3120,3120,43575,2016-02-23 04:27:15,0,13
3121,3121,26729,2016-02-23 04:40:27,0,82
3122,3122,48438,2016-02-23 04:45:30,0,5
3123,3123,26522,2016-02-23 04:55:02,0,10
3124,3124,36645,2016-02-23 05:05:11,0,4
3125,3125,10067,2016-02-23 05:12:48,0,8
3126,3126,37073,2016-02-23 05:45:20,0,108
3127,3127,48314,2016-02-23 05:59:19,0,3
3128,3128,14554,2016-02-23 05:49:04,0,40
3129,3129,37073,2016-02-23 06:07:34,0,109
3130,3130,33531,2016-02-23 06:22:28,0,3
3131,3131,20339,2016-02-23 06:10:56,0,1
3132,3132,20339,2016-02-23 06:27:26,0,2
3133,3133,42042,2016-02-23 08:44:48,1,3
3134,3134,52835,2016-02-23 18:29:08,0,0
3135,3135,42042,2016-02-23 10:00:16,1,4
3136,3136,18582,2016-02-23 10:02:05,0,14
3137,3137,60522,2016-02-23 10:08:20,1,6
3138,3138,46600,2016-02-23 11:57:40,0,2
3139,3139,40125,2016-02-23 13:47:30,0,11
3140,3140,26261,2016-02-23 14:14:59,0,3
3141,3141,53021,2016-02-23 14:32:40,0,38
3142,3142,45825,2016-02-23 14:58:22,0,5
3143,3143,26261,2016-02-23 15:05:16,0,4
3144,3144,27474,2016-02-23 15:19:35,0,8
3145,3145,61425,2016-02-23 23:27:50,0,0
3146,3146,28192,2016-02-23 16:10:39,0,25
3147,3147,37660,2016-02-23 16:17:59,0,6
3148,3148,61759,2016-02-23 16:43:55,0,3
3149,3149,37660,2016-02-23 16:57:51,0,7
3150,3150,47367,2016-02-24 02:00:29,0,6
3151,3151,52506,2016-02-23 17:34:42,0,26
3152,3152,52506,2016-02-23 17:40:57,0,27
3153,3153,27358,2016-02-23 17:44:19,0,2
3154,3154,52506,2016-02-23 17:48:09,0,28
3155,3155,52506,2016-02-23 17:52:12,0,29
3156,3156,52506,2016-02-23 18:04:03,0,30
3157,3157,52506,2016-02-23 18:09:15,0,31
3158,3158,31048,2016-02-23 18:19:36,0,2
3159,3159,60402,2016-02-23 18:25:08,0,2
3160,3160,38279,2016-02-23 18:36:58,0,28
3161,3161,22557,2016-02-23 18:39:57,0,44
3162,3162,38279,2016-02-23 18:45:55,0,29
3163,3163,42042,2016-02-23 18:47:25,0,5
3164,3164,61776,2016-02-23 19:01:30,0,1
3165,3165,61721,2016-02-24 02:08:20,0,0
3166,3166,33271,2016-02-23 19:18:07,0,24
3167,3167,24318,2016-02-23 19:28:58,0,28
3168,3168,58468,2016-02-25 17:45:04,0,2
3169,3169,31818,2016-02-23 20:10:14,0,12
3170,3170,22557,2016-02-23 20:11:50,1,45
3171,3171,45825,2016-02-23 20:17:11,0,6
3172,3172,10745,2016-02-23 20:31:29,0,41
3173,3173,51183,2016-02-23 20:49:17,0,15
3174,3174,47367,2016-02-23 20:56:22,0,5
3175,3175,47668,2016-02-23 21:09:23,0,17
3176,3176,35169,2016-02-23 21:23:54,0,3
3177,3177,21727,2016-02-23 21:25:28,0,2
3178,3178,50908,2016-02-23 21:33:42,0,3
3179,3179,17158,2016-02-23 21:43:25,0,9
3180,3180,61700,2016-02-23 21:58:46,0,1
3181,3181,58794,2016-02-23 22:10:49,0,7
3182,3182,48888,2016-02-23 22:33:34,0,6
3183,3183,62005,2016-02-23 22:35:41,0,0
3184,3184,33774,2016-02-23 22:39:42,0,5
3185,3185,23337,2016-02-23 22:54:34,0,8
3186,3186,62008,2016-02-23 22:54:50,0,0
3187,3187,19927,2016-02-23 23:21:09,0,23
3188,3188,24591,2016-02-23 23:26:33,1,15
3189,3189,58340,2016-02-23 23:27:27,0,5
3190,3190,58356,2016-02-23 23:33:57,0,12
3191,3191,53161,2016-02-23 23:42:14,0,5
3192,3192,61425,2016-02-23 23:49:38,0,1
3193,3193,55863,2016-02-23 23:48:53,0,20
3194,3194,31896,2016-02-24 00:02:43,0,31
3195,3195,52371,2016-02-24 00:54:46,0,19
3196,3196,48287,2016-02-24 01:03:13,1,10
3197,3197,62015,2016-02-24 07:11:14,0,0
3198,3198,40393,2016-03-20 17:12:22,0,3
3199,3199,62018,2016-02-24 01:40:29,0,0
3200,3200,9688,2016-02-24 01:46:11,0,6
3201,3201,20947,2016-02-24 02:07:17,0,4
3202,3202,31474,2016-02-24 02:12:28,0,24
3203,3203,39929,2016-02-24 02:13:13,0,3
3204,3204,35808,2016-02-24 02:22:13,0,14
3205,3205,24552,2016-02-24 02:25:49,0,1
3206,3206,25313,2016-02-24 03:07:33,0,8
3207,3207,51834,2016-02-24 03:00:20,0,17
3208,3208,23974,2016-02-24 04:11:32,0,48
3209,3209,52374,2016-02-25 19:53:28,0,4
3210,3210,62024,2016-02-24 03:10:33,0,0
3211,3211,59221,2016-02-24 03:12:33,0,6
3212,3212,54038,2016-02-24 03:19:33,0,15
3213,3213,30968,2016-02-24 03:25:14,0,13
3214,3214,60806,2016-02-24 03:43:19,0,1
3215,3215,30968,2016-02-24 03:54:45,0,14
3216,3216,60002,2016-02-24 04:06:58,1,0
3217,3217,11756,2016-02-24 04:34:21,0,42
3218,3218,11756,2016-02-24 04:51:55,0,43
3219,3219,23974,2016-02-24 05:01:28,0,49
3220,3220,47288,2016-02-24 05:34:21,0,16
3221,3221,59444,2016-02-24 05:36:00,0,13
3222,3222,44848,2016-02-24 05:33:55,0,29
3223,3223,54981,2016-02-24 05:37:02,0,5
3224,3224,49145,2016-02-24 05:46:03,0,1
3225,3225,47288,2016-02-24 05:48:47,0,17
3226,3226,62028,2016-02-24 06:13:19,0,0
3227,3227,52584,2016-02-24 06:22:35,0,1
3228,3228,52584,2016-02-24 07:10:06,0,2
3229,3229,11756,2016-02-24 07:10:22,0,44
3230,3230,60178,2016-02-24 07:39:49,0,1
3231,3231,61239,2016-02-24 09:11:28,0,2
3232,3232,55741,2016-02-24 10:58:27,0,2
3233,3233,55401,2016-02-24 11:39:57,0,12
3234,3234,15548,2016-02-24 13:11:28,0,10
3235,3235,21745,2016-02-24 13:22:59,0,40
3236,3236,56624,2016-02-24 13:35:23,0,2
3237,3237,48287,2016-02-24 13:30:27,0,11
3238,3238,20132,2016-02-24 14:03:14,0,22
3239,3239,23148,2016-02-24 14:50:10,1,2
3240,3240,54038,2016-02-24 15:23:38,0,16
3241,3241,41999,2016-02-24 15:50:55,0,4
3242,3242,62065,2016-02-24 15:45:31,0,0
3243,3243,47236,2016-02-24 15:59:39,0,8
3244,3244,62066,2016-02-24 16:22:05,0,0
3245,3245,22620,2016-02-24 16:20:15,0,6
3246,3246,53037,2016-02-24 16:20:43,0,0
3247,3247,57269,2016-02-24 16:33:01,0,4
3248,3248,52371,2016-02-24 16:39:38,0,20
3249,3249,40645,2016-02-24 16:57:30,0,5
3250,3250,39929,2016-02-24 17:28:08,0,4
3251,3251,41794,2016-02-24 17:51:40,0,3
3252,3252,51917,2016-02-24 17:59:10,0,24
3253,3253,51917,2016-02-24 18:13:49,0,25
3254,3254,42042,2016-02-24 18:25:11,0,6
3255,3255,30778,2016-02-24 18:29:45,0,3
3256,3256,62075,2016-02-24 18:55:11,0,0
3257,3257,48833,2016-02-24 19:16:35,0,29
3258,3258,48833,2016-02-24 19:17:31,0,30
3259,3259,48833,2016-02-24 19:18:18,0,31
3260,3260,48833,2016-02-24 19:19:31,0,32
3261,3261,48833,2016-02-24 19:20:10,0,33
3262,3262,37361,2016-02-24 19:36:39,0,65
3263,3263,31595,2016-02-24 20:27:50,0,5
3264,3264,48633,2016-02-24 20:55:18,0,5
3265,3265,60522,2016-02-24 20:53:05,0,7
3266,3266,21126,2016-02-24 21:09:25,0,18
3267,3267,51370,2016-02-24 21:23:38,0,21
3268,3268,27411,2016-02-24 21:30:39,0,79
3269,3269,21126,2016-02-24 21:34:05,0,19
3270,3270,21126,2016-02-24 21:50:01,0,20
3271,3271,62005,2016-02-24 21:57:20,0,1
3272,3272,41460,2016-02-24 22:01:29,0,2
3273,3273,21126,2016-02-24 22:13:30,0,21
3274,3274,52940,2016-02-24 22:44:50,0,5
3275,3275,22814,2016-02-24 23:17:56,0,23
3276,3276,49751,2016-02-24 23:47:35,0,1
3277,3277,60735,2016-02-24 23:40:54,0,2
3278,3278,18049,2016-02-24 23:48:51,0,3
3279,3279,62095,2016-02-25 00:23:16,0,0
3280,3280,56317,2016-02-25 00:46:58,0,0
3281,3281,18025,2016-02-25 00:52:35,0,27
3282,3282,62089,2016-02-25 02:06:51,0,0
3283,3283,33853,2016-02-25 01:09:12,0,35
3284,3284,33853,2016-02-25 01:22:24,0,36
3285,3285,43129,2016-02-25 01:24:52,0,4
3286,3286,33853,2016-02-25 01:24:54,0,37
3287,3287,33853,2016-02-25 01:30:24,0,38
3288,3288,43129,2016-02-25 01:36:45,0,5
3289,3289,51172,2016-02-25 01:41:00,1,18
3290,3290,62102,2016-02-25 01:41:49,0,0
3291,3291,44010,2016-02-25 02:13:09,0,25
3292,3292,52769,2016-02-25 02:23:02,0,2
3293,3293,42042,2016-02-25 02:19:34,0,7
3294,3294,41345,2016-02-25 02:28:41,0,6
3295,3295,60522,2016-02-25 02:44:05,0,8
3296,3296,62107,2016-02-25 02:54:16,0,0
3297,3297,41345,2016-02-25 02:54:37,1,7
3298,3298,57398,2016-02-25 02:55:42,0,7
3299,3299,37846,2016-02-25 03:14:32,0,4
3300,3300,20132,2016-02-25 03:16:40,0,23
3301,3301,62109,2016-02-25 03:36:39,0,0
3302,3302,62111,2016-02-25 03:48:57,0,0
3303,3303,62071,2016-02-25 03:53:01,0,0
3304,3304,52371,2016-02-25 03:58:00,0,21
3305,3305,21551,2016-02-25 04:06:00,0,14
3306,3306,62113,2016-02-25 04:12:22,0,0
3307,3307,47636,2016-02-25 04:15:55,0,6
3308,3308,23934,2016-02-25 04:16:28,0,2
3309,3309,21145,2016-02-25 04:18:58,0,11
3310,3310,60512,2016-02-25 04:56:58,0,1
3311,3311,20636,2016-02-25 04:34:59,0,8
3312,3312,61383,2016-02-25 05:00:50,0,3
3313,3313,60835,2016-02-25 05:06:24,1,4
3314,3314,54878,2016-02-25 05:15:12,0,14
3315,3315,21146,2016-02-25 05:55:59,0,6
3316,3316,60088,2016-02-25 05:57:27,0,5
3317,3317,60088,2016-02-25 06:23:43,0,6
3318,3318,19316,2016-02-25 06:27:03,0,5
3319,3319,62121,2016-02-25 06:49:37,0,0
3320,3320,14855,2016-02-25 06:53:30,0,29
3321,3321,57139,2016-02-25 07:17:58,0,5
3322,3322,62126,2016-02-25 07:52:05,0,0
3323,3323,47896,2016-02-25 08:27:41,0,5
3324,3324,39235,2016-02-25 07:55:00,1,14
3325,3325,39235,2016-02-25 08:28:17,0,15
3326,3326,55802,2016-02-25 10:04:34,0,2
3327,3327,42042,2016-02-25 10:48:59,0,8
3328,3328,46171,2016-02-25 12:48:24,0,20
3329,3329,49890,2016-02-25 13:36:36,0,18
3330,3330,52639,2016-02-25 14:01:49,0,33
3331,3331,14141,2016-02-25 15:11:39,0,6
3332,3332,59875,2016-02-25 15:39:50,0,1
3333,3333,62212,2016-02-25 16:28:04,0,0
3334,3334,48254,2016-02-25 16:38:57,0,7
3335,3335,61188,2016-02-25 16:54:25,0,5
3336,3336,56844,2016-02-25 17:10:59,0,3
3337,3337,36288,2016-02-25 16:57:55,0,7
3338,3338,45004,2016-02-25 17:31:39,0,82
3339,3339,62232,2016-02-25 17:45:27,0,0
3340,3340,62230,2016-02-25 18:07:33,0,0
3341,3341,58468,2016-02-25 18:05:18,0,3
3342,3342,45004,2016-02-25 18:12:04,0,83
3343,3343,39718,2016-02-25 18:49:41,0,12
3344,3344,51601,2016-02-25 19:22:30,0,4
3345,3345,31912,2016-02-25 20:05:12,1,76
3346,3346,29591,2016-02-25 20:07:38,0,28
3347,3347,51601,2016-02-25 20:11:31,0,5
3348,3348,17692,2016-02-25 20:15:31,0,78
3349,3349,31912,2016-02-25 20:19:16,0,77
3350,3350,17692,2016-02-25 20:19:45,0,79
3351,3351,17692,2016-02-25 20:36:29,0,80
3352,3352,61188,2016-02-25 21:06:35,0,6
3353,3353,45702,2016-02-25 21:34:17,0,7
